Matrícula,Nome,Sindicato,Dias Úteis,Valor do VR,Valor Total,Valor Empresa (80%),Valor Descontado (20%),Status
32383,ASSISTENTE DE BPO II,Rio Grande do Sul,0,35.0,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
33562,ASSISTENTE DE BPO III,Rio Grande do Sul,0,35.0,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
25872,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30423,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35057,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31086,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32142,GERENTE DE OPERACOES I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34684,AGILE MASTER,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35361,ANALISTA ADMINISTRATIVO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26716,ENTERPRISE AGILE COACH,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
25770,ANALISTA ADMINISTRATIVO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31153,ASSISTENTE DE ADMINISTRACAO DE PESSOAS,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32795,ANALISTA DE COMUNICACAO E MARKETING III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30770,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34118,CONSULTOR FUNCIONAL SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30806,CONSULTOR TECNICO SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33099,ANALISTA DE COMUNICACAO E MARKETING II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35389,ANALISTA DE COMUNICACAO E MARKETING II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35426,ANALISTA DE COMUNICACAO E MARKETING II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
27246,GERENTE DE COMUNICACAO E MARKETING,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30751,DEVELOPER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33788,ANALISTA DE SEGURANCA DA INFORMACAO III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35399,CONSULTOR FUNCIONAL SAP II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31823,CONSULTOR FUNCIONAL SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35073,CONSULTOR FUNCIONAL SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31671,CONSULTOR ESPECIALISTA FUNCIONAL SAP,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34759,GERENTE DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35463,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32488,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33918,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31550,ANALISTA DE SEGURANCA DA INFORMACAO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33828,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33608,ARQUITETO DE SOLUCOES III,São Paulo,0,37.5,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
34668,ARQUITETO DE SOLUCOES III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34957,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33178,CONSULTOR FUNCIONAL SAP I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34253,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31474,ANALISTA DE QUALIDADE DE SOFTWARE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31517,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35095,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35733,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34272,GERENTE DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33007,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34980,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35118,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33237,ANALISTA DE SEGURANCA DA INFORMACAO III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33729,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34652,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33153,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34198,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34313,PRODUCT MANAGER II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35778,PRODUCT MANAGER II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34365,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34372,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34379,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34430,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34464,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34943,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35795,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35040,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34206,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33442,ESPECIALISTA DE QUALIDADE DE SOFTWARE I ,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34922,GERENTE DE OPERACOES II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35625,PRODUCT OWNER II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30197,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34262,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34429,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34746,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34709,COORDENADOR DE OPERACOES II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34730,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35698,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34753,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34448,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34733,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34375,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34385,DESENVOLVEDOR III,São Paulo,0,37.5,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
34481,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35078,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35779,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34271,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34542,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34544,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34939,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35211,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35222,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35677,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32209,ARQUITETO DE SOLUCOES III,São Paulo,0,37.5,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
35202,ENGENHEIRO DE DADOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34594,TECH LEAD I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34439,TECH LEAD II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35479,TECH LEAD II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35787,TECH LEAD II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32229,AGILE COACH II,São Paulo,0,37.5,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
34034,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35734,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33991,DESENVOLVEDOR DE RPA III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33238,ANALISTA DE BPO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33246,ANALISTA DE BPO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33253,ANALISTA DE BPO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33247,ANALISTA DE BPO II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32982,ANALISTA DE SISTEMAS E NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32677,ANALISTA DE SUPORTE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34310,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
29935,ANALISTA DE QUALIDADE DE SOFTWARE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32822,ANALISTA DE QUALIDADE DE SOFTWARE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33256,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
29201,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34024,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34974,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34972,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34224,DESIGNER UX/UI II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35103,DESIGNER UX/UI III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31422,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30302,ARQUITETO DE SOFTWARE I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33995,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33996,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34660,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34975,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33348,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35588,ANALISTA DE SUPORTE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35586,ANALISTA DE SUPORTE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35587,ANALISTA DE SUPORTE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33193,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35243,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33827,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34834,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34645,ANALISTA DE SISTEMAS E NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34499,ARQUITETO DE SOFTWARE III,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
35230,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35119,COORDENADOR DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34864,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32027,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35174,DESIGNER UX/UI III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33327,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34409,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34626,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35494,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35503,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33250,CIENTISTA DE DADOS ESPECIALISTA II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35562,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33974,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35093,ANALISTA DE COMERCIO EXTERIOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34647,DESENVOLVEDOR DE RPA I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33863,DESENVOLVEDOR DE RPA III,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
33203,PRODUCT OWNER II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33205,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34284,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35510,ESPECIALISTA DE SISTEMAS E NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33081,CONSULTOR FUNCIONAL SAP I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33082,ANALISTA ADMINISTRATIVO I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34850,ANALISTA ADMINISTRATIVO I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33089,ANALISTA DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33103,ANALISTA DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33944,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33776,ANALISTA DE INFRAESTRUTURA DE TI II,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
35634,ANALISTA DE INFRAESTRUTURA DE TI III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32062,ESPECIALISTA DE PRE-VENDAS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35142,ESPECIALISTA DE PRE-VENDAS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35157,CONSULTOR TECNICO SAP I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31342,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34833,ANALISTA DE PMO III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35138,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30086,COORDENADOR DE GOVERNANCA DE NEGOCIOS,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30852,ANALISTA DEVSECOPS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34161,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32007,ANALISTA DE SISTEMAS E NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34191,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34947,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33728,AGILE MASTER,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
33953,COORDENADOR DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34705,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34895,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34075,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35204,ASSISTENTE DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35272,ASSISTENTE DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33888,EXECUTIVO DE CONTAS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33494,EXECUTIVO DE CONTAS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31927,ANALISTA DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34857,ASSISTENTE DE NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31664,ANALISTA DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33208,ANALISTA DE NEGOCIOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34037,SDR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30791,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33308,DESIGNER UX/UI III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34702,ESPECIALISTA DE QUALIDADE DE SOFTWARE I ,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34591,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34434,CIENTISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34505,ANALISTA DEVSECOPS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34459,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35082,ENGENHEIRO DE DADOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35080,ANALISTA DE DADOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30291,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30896,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34844,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34188,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34205,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35017,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35690,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35616,ENTERPRISE AGILE COACH,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35382,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35491,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34858,ANALISTA DE PROCESSOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32225,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34535,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34982,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35065,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35206,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34738,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35140,ENGENHEIRO DE DADOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31976,ENGENHEIRO DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
26925,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
27761,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30156,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31152,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31424,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32089,EXECUTIVO DE CONTAS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31852,EXECUTIVO DE CONTAS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35582,GERENTE DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35553,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35583,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
26720,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
26967,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
21827,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33517,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32309,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31949,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33204,DESENVOLVEDOR I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33804,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33815,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30451,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32119,ANALISTA DE SISTEMAS E NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32462,ANALISTA DE SISTEMAS E NEGOCIOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33784,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33712,ANALISTA DE SUPORTE III,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
25724,GERENTE DE OPERACOES II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
24778,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
26745,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30708,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31730,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33564,GERENTE DE PROJETOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34906,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35154,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34547,COORDENADOR DE OPERACOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30276,LIDER TECNICO SENIOR,São Paulo,17,37.5,637.5,510.0,127.5,Elegível
32625,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33374,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34949,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30707,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32260,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34449,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34225,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30239,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34640,AGILE MASTER,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34054,TECH LEAD II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34026,ADMINISTRADOR DE BANCO DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33504,ARQUITETO DE INFRAESTRUTURA DE TI I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34843,ANALISTA DE DADOS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34979,ARQUITETO DE INFRAESTRUTURA DE TI I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34728,TECH RECRUITER II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32825,GERENTE DE PROJETOS I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34958,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34942,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35076,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35109,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35137,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34940,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35020,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35617,ANALISTA DE DADOS II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35032,ANALISTA DEVSECOPS III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35021,ANALISTA DE QUALIDADE DE SOFTWARE III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35658,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33222,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
35126,ANALISTA DE SUPORTE I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
32455,LIDER DE SAP,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31597,DESENVOLVEDOR III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30249,ENTERPRISE AGILE COACH,São Paulo,7,37.5,262.5,210.0,52.5,Elegível
33226,PRODUCT OWNER III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
28899,ARQUITETO DE SOLUCOES I,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
34887,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
30492,CONSULTOR TECNICO SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31061,CONSULTOR TECNICO SAP III,São Paulo,2,37.5,75.0,60.0,15.0,Elegível
33952,CONSULTOR TECNICO SAP III,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
31056,DESENVOLVEDOR II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33868,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
33872,ANALISTA DE QUALIDADE DE SOFTWARE II,São Paulo,22,37.5,825.0,660.0,165.0,Elegível
