Matrícula,Nome,Sindicato,Dias Úteis,Valor do VR,Valor Total,Valor Empresa (80%),Valor Descontado (20%),Status
27243,ANALISTA DE SUPORTE II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
29058,ANALISTA DE SUPORTE II,Rio Grande do Sul,6,35.0,210.0,168.0,42.0,Elegível
26183,COORDENADOR DE OPERACOES I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35241,DESENVOLVEDOR II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35623,DESENVOLVEDOR II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33611,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33628,DESENVOLVEDOR III,Rio Grande do Sul,1,35.0,35.0,28.0,7.0,Elegível
35580,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35729,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33603,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33620,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33718,DESENVOLVEDOR III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
25163,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
25579,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32497,ANALISTA ADMINISTRATIVO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35420,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35570,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35604,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35670,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34615,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35097,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35647,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35783,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34685,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34655,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34722,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35098,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35232,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35247,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35378,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35424,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35480,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35483,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35630,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35661,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35501,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35559,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35726,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35574,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35668,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35669,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35713,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35722,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35723,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35724,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35573,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35579,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35621,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26055,GERENTE DE OPERACOES I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35791,ANALISTA DE PMO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
24472,DELIVERY MANAGER,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31959,ASSISTENTE DE PMO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33997,ESPECIALISTA DE PRE-VENDAS I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35164,CONSULTOR TECNICO SAP I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33191,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34748,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35009,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35063,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33795,ASSISTENTE DE BPO I,Rio Grande do Sul,6,35.0,210.0,168.0,42.0,Elegível
34011,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34343,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34352,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34552,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
29124,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31404,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33328,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33405,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35131,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34659,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34675,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34332,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34333,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34339,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34566,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34005,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33633,ASSISTENTE DE BPO I,Rio Grande do Sul,1,35.0,35.0,28.0,7.0,Elegível
33927,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33965,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31964,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33323,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33448,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34130,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34637,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35167,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35545,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35552,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34351,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34507,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34529,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34572,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34630,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34341,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34368,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34910,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35051,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35091,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34487,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33550,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34022,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34149,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34303,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34567,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34657,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34854,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34862,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30504,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26463,COORDENADOR DE BPO,Rio Grande do Sul,11,35.0,385.0,308.0,77.0,Elegível
30997,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31256,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31333,LIDER DE BPO,Rio Grande do Sul,11,35.0,385.0,308.0,77.0,Elegível
32479,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32709,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31846,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32434,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31554,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32786,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32938,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33016,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33132,LIDER DE BPO,Rio Grande do Sul,11,35.0,385.0,308.0,77.0,Elegível
34057,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33810,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32473,LIDER DE BPO,Rio Grande do Sul,6,35.0,210.0,168.0,42.0,Elegível
33107,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
27113,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32879,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33367,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33403,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33443,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33785,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34299,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30464,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31817,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32789,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33133,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33311,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35173,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33373,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33797,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33901,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33958,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34124,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34308,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
28945,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30450,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31249,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32783,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33017,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33260,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33552,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33904,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30092,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30386,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30736,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33698,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33976,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34318,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34334,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34483,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33220,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33640,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34293,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34474,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33573,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33787,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34134,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34264,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30620,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31771,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30396,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32240,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32441,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26854,ASSISTENTE DE BPO III,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26856,ANALISTA DE EXCELENCIA OPERACIONAL I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
29063,CONSULTOR FUNCIONAL SAP I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
29067,CONSULTOR FUNCIONAL SAP I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30505,ANALISTA CONTABIL-FISCAL I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31119,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31393,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32125,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33179,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35746,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35592,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35603,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35620,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35622,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35662,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35666,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35407,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35421,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35449,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35468,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34576,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34580,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34628,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34629,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34669,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34899,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33409,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33546,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34128,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34220,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30140,ASSISTENTE DE BPO I,Rio Grande do Sul,1,35.0,35.0,28.0,7.0,Elegível
30436,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30506,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32336,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34495,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34506,ASSISTENTE DE BPO I,Rio Grande do Sul,11,35.0,385.0,308.0,77.0,Elegível
34524,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35542,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35711,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32369,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32562,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33113,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34327,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34410,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33155,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32948,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33413,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33518,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33520,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33736,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30173,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32344,ASSISTENTE DE BPO I,Rio Grande do Sul,6,35.0,210.0,168.0,42.0,Elegível
32747,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34513,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35504,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33162,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33789,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30875,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31087,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32172,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32284,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34837,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35113,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35212,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35385,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35502,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35511,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32420,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33161,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33737,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33842,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34543,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34573,ASSISTENTE DE BPO I,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30205,COORDENADOR DE BPO,Rio Grande do Sul,1,35.0,35.0,28.0,7.0,Elegível
30273,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33221,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
26275,COORDENADOR DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30340,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30495,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30510,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30426,LIDER DE BPO,Rio Grande do Sul,16,35.0,560.0,448.0,112.0,Elegível
30175,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33249,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30145,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30425,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30281,LIDER DE BPO,Rio Grande do Sul,0,35.0,0.0,0.0,0.0,Não Elegível (Desligado/Afastado/Férias)
32388,LIDER DE BPO,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31570,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33812,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
34581,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
35208,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30262,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30864,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
32480,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
33022,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30870,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
30876,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
31185,ASSISTENTE DE BPO II,Rio Grande do Sul,21,35.0,735.0,588.0,147.0,Elegível
